type,title,director,release_year,rating,listed_in,movie_duration,show_seasons
Movie,Dil Vil Pyaar Vyaar,Manjeet Maan,2014,TV-PG,"International Movies, Music & Musicals, Romantic Movies",145,
Movie,Dushman,Shagufta Rafique,2017,TV-14,"Dramas, International Movies",141,
Movie,Ek Main Aur Ekk Tu,Shakun Batra,2012,TV-14,"Comedies, International Movies, Romantic Movies",106,
Movie,Freedom at Midnight,Tinu Pappachan,2018,TV-MA,"Dramas, Independent Movies, International Movies",135,
Movie,Haani,Amitoj Mann,2013,TV-14,"Dramas, International Movies, Music & Musicals",137,
Movie,Happy Go Lucky,Amarpreet G S Chabbra,2014,TV-14,"Comedies, International Movies, Music & Musicals",129,
Movie,Harishchandrachi Factory,Paresh Mokashi,2009,TV-PG,"Dramas, International Movies",99,
TV Show,Hot Date,,2018,TV-MA,"Romantic TV Shows, TV Comedies",,1
Movie,Jagga Jasoos,Anurag Basu,2017,TV-14,"Action & Adventure, Comedies, International Movies",155,
Movie,Jatt James Bond,Rohit Jugraj,2014,TV-14,"Comedies, Dramas, International Movies",142,
Movie,Jodhaa Akbar,Ashutosh Gowariker,2008,TV-14,"Action & Adventure, Dramas, International Movies",214,
Movie,Judge Singh LLB,Atharv Baluja,2015,TV-PG,"Comedies, Dramas, International Movies",137,
Movie,Kaminey,Vishal Bhardwaj,2009,TV-14,"Dramas, International Movies, Music & Musicals",128,
Movie,Khido Khundi,Rohit Jugraj,2018,TV-14,"Dramas, International Movies, Sports Movies",151,
Movie,Khoobsurat,Shashanka Ghosh,2014,TV-14,"Comedies, International Movies, Romantic Movies",121,
Movie,Kisaan,Puneet Sira,2009,TV-14,"Action & Adventure, Dramas, International Movies",101,
Movie,Kismat Konnection,Aziz Mirza,2008,TV-14,"Comedies, Dramas, International Movies",145,
Movie,Kurbaan,Renzil D'Silva,2009,TV-14,"International Movies, Thrillers",147,
Movie,Lock,Smeep Kang,2016,TV-14,"Dramas, International Movies",90,
Movie,Luv Shuv Tey Chicken Khurana,Sameer Sharma,2012,TV-14,"Comedies, International Movies, Romantic Movies",129,
Movie,"Main, Meri Patni Aur Woh",Chandan Arora,2005,TV-PG,"Comedies, Dramas, International Movies",129,
Movie,Manje Bistre,Baljit Singh Deo,2017,TV-14,"Comedies, Dramas, International Movies",136,
Movie,Motor Mitraan Di,Amitoj Mann,2016,TV-PG,"Comedies, International Movies",117,
Movie,Mugamoodi,Mysskin,2012,TV-14,"Action & Adventure, International Movies",150,
Movie,Muran,Rajan Madhav,2011,TV-14,"Action & Adventure, International Movies",134,
Movie,My Friend Pinto,Raaghav Dar,2011,TV-14,"Comedies, International Movies, Sci-Fi & Fantasy",100,
Movie,My Little Pony Equestria Girls: Forgotten Friendship,Ishi Rudell,2018,TV-Y,Children & Family Movies,44,
Movie,My Little Pony Equestria Girls: Rollercoaster of Friendship,Ishi Rudell,2018,TV-Y,Children & Family Movies,44,
Movie,My Suicide,David Lee Miller,2009,TV-MA,"Comedies, Dramas, Independent Movies",111,
Movie,Naan Sigappu Manithan,Thiru,2014,TV-14,"Action & Adventure, Dramas, International Movies",147,
Movie,Nasha,Amit Saxena,2013,TV-14,"Dramas, International Movies, Romantic Movies",115,
Movie,Naughty Jatts,Pankaj Batra,2013,TV-PG,"Comedies, International Movies, Music & Musicals",121,
Movie,Needhi Singh,Jaivi Dhanda,2016,TV-14,"Action & Adventure, Dramas, International Movies",103,
Movie,Peace Haven,Suman Ghosh,2016,TV-14,"Comedies, Dramas, Independent Movies",73,
Movie,Phantom,Kabir Khan,2015,TV-14,"Action & Adventure, International Movies",129,
Movie,Pizza,Akshay Akkineni,2014,TV-14,"Horror Movies, International Movies, Thrillers",102,
Movie,Pooja Kiven Aa,Nidhi Sharma,2013,TV-PG,"Comedies, International Movies, Music & Musicals",122,
Movie,Race,"Mastan Alibhai Burmawalla, Abbas Alibhai Burmawalla",2008,TV-14,"Action & Adventure, International Movies, Music & Musicals",155,
Movie,Race 2,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla",2013,TV-14,"Action & Adventure, International Movies, Music & Musicals",139,
Movie,Saadey CM Saab,Vipin Parashar,2015,TV-PG,"Comedies, Dramas, International Movies",131,
Movie,Sat Shri Akaal England,Vikram Pradhan,2017,TV-14,"Comedies, Dramas, International Movies",127,
TV Show,Strong,,2016,TV-14,Reality TV,,1
Movie,Thaandavam,Vijay,2012,TV-14,"Action & Adventure, International Movies, Music & Musicals",156,
Movie,The Birth Reborn,Eduardo Chauvet,2018,TV-MA,"Documentaries, International Movies",91,
Movie,Theeya Velai Seyyanum Kumaru,Sundar C.,2013,TV-PG,"Comedies, International Movies, Music & Musicals",132,
TV Show,Three Wives One Husband,,2018,TV-14,"British TV Shows, International TV Shows, Reality TV",,1
Movie,Tiger,Sartaj Singh Pannu,2016,TV-14,"Action & Adventure, Dramas, International Movies",130,
Movie,Udaan,Vikramaditya Motwane,2010,TV-MA,"Dramas, Independent Movies, International Movies",137,
Movie,Vettai,N. Linguswamy,2012,TV-14,"Action & Adventure, International Movies, Music & Musicals",156,
Movie,Wake Up Sid,Ayaan Mukherji,2009,TV-14,"Comedies, International Movies, Romantic Movies",132,
Movie,We Are Family,Sidharth Malhotra,2010,TV-14,"Dramas, International Movies",119,
Movie,What the Jatt!!,Saket Behl,2015,TV-PG,"Comedies, International Movies, Romantic Movies",140,
Movie,Zindagi Kitni Haseen Hay,Anjum Shahzad,2016,TV-14,"Dramas, International Movies, Romantic Movies",126,
Movie,Big Miracle,Ken Kwapis,2012,PG,"Children & Family Movies, Dramas",107,
Movie,Paradise Lost,Monique Gardenberg,2018,TV-MA,"Dramas, Independent Movies, International Movies",111,
Movie,Animal World,Han Yan,2018,TV-MA,"Action & Adventure, International Movies, Sci-Fi & Fantasy",130,
Movie,Hold the Dark,Jeremy Saulnier,2018,TV-MA,"Action & Adventure, Dramas",126,
Movie,Lessons from a School Shooting: Notes from Dunblane,Kim A. Snyder,2018,TV-14,Documentaries,24,
TV Show,Made in Mexico,,2018,TV-MA,"International TV Shows, Reality TV, Spanish-Language TV Shows",,1
TV Show,Reboot: The Guardian Code,,2018,TV-Y7,Kids' TV,,2
TV Show,Skylanders Academy,,2018,TV-Y7,"Kids' TV, TV Comedies",,3
Movie,The 3rd Eye,Rocky Soraya,2018,TV-MA,"Horror Movies, International Movies",108,
Movie,Two Catalonias,"Álvaro Longoria, Gerardo Olivares",2018,TV-MA,"Documentaries, International Movies",117,
Movie,In Darkness,Anthony Byrne,2018,TV-MA,"Independent Movies, International Movies, Thrillers",101,
TV Show,Battlefish,,2018,TV-MA,"Reality TV, Science & Nature TV, TV Action & Adventure",,1
TV Show,DRAGON PILOT: Hisone & Masotan,,2018,TV-14,"Anime Series, International TV Shows",,1
TV Show,Maniac,,2018,TV-MA,"TV Comedies, TV Dramas, TV Mysteries",,1
Movie,Quincy,"Rashida Jones, Alan Hicks",2018,TV-MA,"Documentaries, Music & Musicals",124,
Movie,Rafinha Bastos: Ultimatum,,2018,TV-MA,Stand-Up Comedy,63,
TV Show,The Good Cop,,2018,TV-14,"Crime TV Shows, TV Comedies, TV Dramas",,1
TV Show,Mobile Suit Gundam UC,,2014,TV-PG,"Anime Series, International TV Shows",,1
TV Show,Transformers: Rescue Bots,,2016,TV-Y7,Kids' TV,,1
TV Show,Al Hayba,,2017,TV-14,"Crime TV Shows, International TV Shows, TV Dramas",,1
TV Show,American Vandal,,2018,TV-MA,"Crime TV Shows, TV Comedies, Teen TV Shows",,2
TV Show,Boca Juniors Confidential,,2018,TV-PG,"Docuseries, International TV Shows, Spanish-Language TV Shows",,1
TV Show,Ingobernable,,2018,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",,2
TV Show,Norm Macdonald Has a Show,,2018,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies",,1
TV Show,Super Monsters Monster Party,,2018,TV-Y,Kids' TV,,1
Movie,The Angel,Ariel Vromen,2018,TV-MA,"Dramas, International Movies, Thrillers",114,
Movie,The Land of Steady Habits,Nicole Holofcener,2018,TV-MA,"Comedies, Dramas, Independent Movies",98,
TV Show,The Rise of Phoenixes,,2018,TV-14,"International TV Shows, Romantic TV Shows, TV Action & Adventure",,1
Movie,Reversing Roe,,2018,TV-14,Documentaries,100,
TV Show,Life,,2018,TV-MA,"International TV Shows, Korean TV Shows, TV Dramas",,1
Movie,On My Skin,Alessio Cremonini,2018,TV-MA,"Dramas, International Movies",100,
TV Show,Daniel Sloss: Live Shows,,2018,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies",,1
TV Show,If I were an Animal,,2018,TV-G,"Docuseries, Kids' TV, Science & Nature TV",,1
Movie,The Resistance Banker,Joram Lürsen,2018,TV-MA,"Dramas, International Movies",123,
TV Show,Show Me the Money,,2004,TV-14,"International TV Shows, TV Comedies",,2
TV Show,Transformers Prime,,2013,TV-Y7,Kids' TV,,1
TV Show,Transformers: Robots in Disguise,,2016,TV-Y7,Kids' TV,,1
Movie,City of Joy,Madeleine Gavin,2018,TV-MA,Documentaries,77,
TV Show,First and Last,,2018,TV-MA,Docuseries,,1
TV Show,Marvel's Iron Fist,,2018,TV-MA,"Crime TV Shows, TV Action & Adventure, TV Dramas",,2
Movie,Next Gen,"Kevin R. Adams, Joe Ksander",2018,TV-PG,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",106,
Movie,Sierra Burgess Is A Loser,Ian Samuels,2018,PG-13,"Comedies, Romantic Movies",106,
TV Show,Stretch Armstrong & the Flex Fighters,,2018,TV-Y7,Kids' TV,,2
Movie,The Most Assassinated Woman in the World,Franck Ribière,2018,TV-MA,"Dramas, International Movies, Thrillers",102,
Movie,PK,Rajkumar Hirani,2014,TV-14,"Comedies, Dramas, International Movies",146,
Movie,The Debt Collector,Jesse V. Johnson,2018,TV-MA,Action & Adventure,96,
TV Show,Monkey Twins,,2018,TV-MA,"Crime TV Shows, International TV Shows, TV Action & Adventure",,1
TV Show,Quantico,,2018,TV-14,"Crime TV Shows, TV Dramas, TV Mysteries",,3
TV Show,Age of Rebellion,Peter Ho,2018,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",,1
Movie,Carbon,Olivier Marchal,2017,TV-MA,"Dramas, International Movies, Thrillers",104,
Movie,Garbage,Qaushiq Mukherjee,2018,TV-MA,"Dramas, Independent Movies, International Movies",109,
Movie,​​Kuch Bheege Alfaaz,Onir,2018,TV-14,"Dramas, Independent Movies, International Movies",110,
Movie,Love and Shukla,Jatla Siddartha,2017,TV-MA,"Dramas, Independent Movies, International Movies",110,
Movie,Once Again,Kanwal Sethi,2018,TV-PG,"Dramas, Independent Movies, International Movies",101,
TV Show,Sisters,,2018,TV-MA,"International TV Shows, TV Comedies, TV Dramas",,1
Movie,Sparring,Samuel Jouy,2017,TV-MA,"Dramas, International Movies, Sports Movies",94,
TV Show,Cathedral of the Sea,,2017,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Dramas",,1
TV Show,Inside the Criminal Mind,,2018,TV-MA,"Crime TV Shows, Docuseries, International TV Shows",,1
TV Show,The Comedy Lineup,,2018,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies",,2
Movie,The Laws of Thermodynamics,Mateo Gil,2018,TV-MA,"Comedies, International Movies, Romantic Movies",101,
TV Show,Ultimate Beastmaster,,2018,TV-PG,Reality TV,,3
TV Show,Ultimate Beastmaster México,,2018,TV-PG,"Reality TV, Spanish-Language TV Shows",,3
TV Show,Undercover Law,,2017,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",,1
Movie,Naam Shabana,Shivam Nair,2017,TV-14,"Action & Adventure, International Movies",141,
Movie,Qarib Qarib Singlle,Tanuja Chandra,2017,TV-14,"Comedies, International Movies, Romantic Movies",120,
Movie,Spyder,A.R. Murugadoss,2017,TV-14,"Action & Adventure, International Movies",140,
TV Show,Chicken Soup for the Soul's Being Dad,,2018,TV-MA,Docuseries,,1
Movie,Maria Bamford: The Special Special Special,Jordan Brady,2012,TV-MA,Stand-Up Comedy,50,
Movie,Bert Kreischer: Secret Time,Todd Biermann,2018,TV-MA,Stand-Up Comedy,57,
TV Show,GHOUL,Patrick Graham,2018,TV-MA,"International TV Shows, TV Dramas, TV Horror",,1
Movie,One Last Shot,Mike Clattenburg,1998,TV-MA,Comedies,31,
TV Show,Take My Brother Away,Han Qing,2018,TV-14,"International TV Shows, TV Comedies, TV Dramas",,1
Movie,The After Party,Ian Edelman,2018,TV-MA,"Comedies, Music & Musicals",90,
TV Show,The Innocents,,2018,TV-MA,"British TV Shows, International TV Shows, Romantic TV Shows",,1
Movie,Bareilly Ki Barfi,Ashwiny Iyer Tiwari,2017,TV-14,"Comedies, Dramas, International Movies",110,
Movie,Mersal,Atlee Kumar,2017,TV-14,"Action & Adventure, Dramas, International Movies",162,
Movie,Mom,Ravi Udyawar,2017,TV-14,"Dramas, International Movies, Thrillers",139,
Movie,Pad Man,R. Balki,2018,PG-13,"Dramas, International Movies, Romantic Movies",130,
Movie,Toilet: Ek Prem Katha,Shree Narayan Singh,2017,TV-14,"Comedies, Dramas, International Movies",145,
Movie,Party Monster: Scratching the Surface,,2018,TV-14,Comedies,33,
TV Show,Stay Here,,2018,TV-PG,Reality TV,,1
Movie,The Motive,Manuel Martín Cuenca,2017,TV-MA,"Comedies, Dramas, International Movies",114,
Movie,To All the Boys I’ve Loved Before,Susan Johnson,2018,TV-14,"Comedies, International Movies, Romantic Movies",100,
Movie,Yoo Byung Jae: Discomfort Zone,Y. Joon Chung,2018,TV-MA,Stand-Up Comedy,54,
Movie,Bhavesh Joshi Superhero,Vikramaditya Motwane,2018,TV-14,"Dramas, International Movies, Sci-Fi & Fantasy",150,
Movie,For Here or to Go?,Rucha Humnabadkar,2015,TV-MA,"Comedies, Dramas, Independent Movies",105,
TV Show,72 Dangerous Animals: Asia,,2018,TV-14,"Docuseries, International TV Shows, Science & Nature TV",,1
TV Show,Afflicted,,2018,TV-MA,"Docuseries, Reality TV, Science & Nature TV",,1
TV Show,All About the Washingtons,,2018,TV-PG,TV Comedies,,1
Movie,The Guernsey Literary and Potato Peel Pie Society,Mike Newell,2018,TV-PG,"Dramas, Romantic Movies",124,
Movie,The Package,Jake Szymanski,2018,TV-MA,Comedies,95,
Movie,Zion,Floyd Russ,2018,TV-PG,"Documentaries, Sports Movies",12,
Movie,Perdida,Alejandro Montiel,2018,TV-MA,"Dramas, International Movies, Thrillers",104,
TV Show,The Originals,,2018,TV-14,"TV Dramas, TV Horror, TV Mysteries",,5
TV Show,Pretty Man,,2018,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",,1
TV Show,On Children,,2018,TV-14,"International TV Shows, TV Dramas, TV Mysteries",,1
Movie,2 States,Abhishek Varman,2014,TV-PG,"Comedies, Dramas, International Movies",143,
Movie,Baaghi,Sabir Khan,2016,TV-14,"Action & Adventure, International Movies",127,
Movie,Brij Mohan Amar Rahe,Nikhil Nagesh Bhat,2018,TV-MA,"Comedies, Dramas, International Movies",100,
Movie,Flavors of Youth: International Version,"Xiaoxing Yi, Yoshitaka Takeuchi, Haoling Li",2018,TV-PG,"Anime Features, International Movies, Romantic Movies",74,
TV Show,Cocaine Coast,,2018,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",,1
TV Show,Dinotrux Supercharged,,2018,TV-Y7,Kids' TV,,3
Movie,Like Father,Lauren Miller Rogen,2018,TV-MA,"Comedies, Dramas",104,
Movie,7 Khoon Maaf,Vishal Bhardwaj,2011,TV-MA,"Dramas, International Movies, Thrillers",148,
Movie,Chillar Party,"Vikas Bahl, Nitesh Tiwari",2011,TV-PG,"Children & Family Movies, Comedies, Dramas",127,
Movie,Fashion,Madhur Bhandarkar,2008,TV-MA,"Dramas, International Movies",158,
Movie,Fitoor,Abhishek Kapoor,2016,TV-14,"Dramas, International Movies, Romantic Movies",124,
Movie,Fiza,Khalid Mohamed,2000,TV-14,"Dramas, International Movies, Music & Musicals",163,
Movie,Guzaarish,Sanjay Leela Bhansali,2010,TV-14,"Dramas, International Movies",121,
Movie,Haider,Vishal Bhardwaj,2014,TV-MA,"Dramas, International Movies, Romantic Movies",154,
Movie,Highway,Imtiaz Ali,2014,TV-14,"Action & Adventure, Dramas, International Movies",127,
Movie,I Hate Luv Storys,Punit Malhotra,2010,TV-14,"Comedies, International Movies, Music & Musicals",128,
Movie,Joker,Shirish Kunder,2012,TV-PG,"Comedies, International Movies, Music & Musicals",98,
Movie,Main aurr Mrs. Khanna,Prem Soni,2009,TV-14,"International Movies, Music & Musicals, Romantic Movies",109,
Movie,Mohenjo Daro,Ashutosh Gowariker,2016,TV-14,"Action & Adventure, Dramas, International Movies",168,
Movie,Raajneeti,Prakash Jha,2010,TV-14,"Dramas, International Movies, Thrillers",162,
Movie,Rang De Basanti,Rakeysh Omprakash Mehra,2006,TV-14,"Dramas, International Movies",159,
Movie,Rowdy Rathore,Prabhu Deva,2012,TV-14,"Action & Adventure, Comedies, International Movies",137,
Movie,Tamasha,Imtiaz Ali,2015,TV-14,"Dramas, International Movies, Romantic Movies",133,
Movie,Tere Naal Love Ho Gaya,Mandeep Kumar,2012,TV-14,"Comedies, International Movies, Romantic Movies",127,
Movie,Thank You,Anees Bazmee,2011,TV-14,"Comedies, International Movies, Romantic Movies",131,
Movie,The Blue Umbrella,Vishal Bhardwaj,2005,TV-PG,"Children & Family Movies, Dramas, Independent Movies",90,
TV Show,Becoming Champions,,2018,TV-G,"Docuseries, International TV Shows",,1
Movie,Being Napoleon,"Jesse Handsher, Olivier Roland",2018,TV-MA,Documentaries,88,
Movie,Invisible,Pablo Giorgelli,2017,TV-MA,"Dramas, Independent Movies, International Movies",87,
TV Show,Switched,,2018,TV-MA,"International TV Shows, TV Dramas, TV Mysteries",,1
TV Show,The Could’ve-Gone-All-the-Way Committee,,2018,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",,1
TV Show,A Very Secret Service,,2018,TV-MA,"International TV Shows, TV Comedies",,2
TV Show,SWORDGAI The Animation,,2018,TV-MA,"Anime Series, International TV Shows",,2
Movie,Da Kath & Kim Code,Ted Emery,2005,TV-PG,Movies,82,
Movie,Kath & Kimderella,Ted Emery,2012,TV-14,Comedies,86,
TV Show,Kath and Kim,,2007,TV-MA,TV Comedies,,6
Movie,The Mansion,Tony Datis,2017,TV-MA,"Comedies, Horror Movies, International Movies",100,
Movie,Coco y Raulito: Carrusel de ternura,"Raúl Campos, Jan Suter",2018,TV-MA,Stand-Up Comedy,57,
TV Show,El Chapo,,2018,TV-MA,"Crime TV Shows, Spanish-Language TV Shows, TV Action & Adventure",,3
Movie,Extinction,Ben Young,2018,TV-MA,"Action & Adventure, Dramas, Sci-Fi & Fantasy",95,
TV Show,Smoking,,2018,TV-MA,"Crime TV Shows, International TV Shows, TV Action & Adventure",,1
Movie,The Bleeding Edge,Kirby Dick,2018,TV-14,Documentaries,101,
TV Show,Welcome to the Family,,2018,TV-MA,"International TV Shows, TV Comedies, TV Dramas",,1
Movie,Parmanu: The Story of Pokhran,Abhishek Sharma,2018,TV-PG,"Dramas, International Movies",124,
Movie,Iliza Shlesinger: Elder Millennial,Steve Paley,2018,TV-MA,Stand-Up Comedy,72,
Movie,The Warning,Daniel Calparsoro,2018,TV-MA,"International Movies, Thrillers",93,
TV Show,Amazing Interiors,,2018,TV-PG,"British TV Shows, International TV Shows, Reality TV",,1
TV Show,Dark Tourist,,2018,TV-MA,"Docuseries, International TV Shows",,1
Movie,Duck Duck Goose,Chris Jenkins,2018,PG,"Children & Family Movies, Comedies",92,
Movie,Father of the Year,,2018,TV-MA,Comedies,95,
TV Show,Home: Adventures with Tip & Oh,,2018,TV-Y7,"Kids' TV, TV Comedies",,4
TV Show,Jimmy: The True Story of a True Idiot,,2018,TV-MA,"International TV Shows, TV Comedies, TV Dramas",,1
TV Show,Luna Petunia: Return to Amazia,,2018,TV-Y,Kids' TV,,2
Movie,Nothing to Lose,Alexandre Avancini,2018,PG,"Dramas, Faith & Spirituality, International Movies",133,
Movie,El club de los buenos infieles,,2018,TV-MA,"Comedies, International Movies",85,
TV Show,Camarón Revolution,,2018,TV-14,"Docuseries, International TV Shows, Spanish-Language TV Shows",,1
Movie,Camarón: The Film,Alexis Morante,2018,TV-14,"Documentaries, International Movies, Music & Musicals",105,
Movie,GODZILLA City on the Edge of Battle,"Kobun Shizuno, Hiroyuki Seshita",2018,TV-14,"Action & Adventure, Anime Features, International Movies",101,
Movie,Going for Gold,Clay Glen,2018,TV-G,"Children & Family Movies, Dramas, International Movies",88,
TV Show,The Joel McHale Show with Joel McHale,,2018,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies",,2
TV Show,Meteor Garden,,2018,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",,1
Movie,How It Ends,David M. Rosenthal,2018,TV-MA,"Action & Adventure, Sci-Fi & Fantasy",113,
Movie,Jim Jefferies: This Is Me Now,Scott Zabielski,2018,TV-MA,Stand-Up Comedy,71,
Movie,Romina,Diego Cohen,2018,TV-MA,"Horror Movies, Independent Movies, International Movies",75,
TV Show,Mossad 101,,2017,TV-MA,"International TV Shows, TV Action & Adventure, TV Dramas",,2
TV Show,Baby Ballroom,,2018,TV-MA,"British TV Shows, International TV Shows, Reality TV",,2
TV Show,Drug Lords,,2018,TV-MA,"Crime TV Shows, Docuseries",,2
TV Show,Mr. Sunshine,Lee Eung-bok,2018,TV-MA,"International TV Shows, Korean TV Shows, Romantic TV Shows",,1
TV Show,First Team: Juventus,,2018,TV-PG,"Docuseries, International TV Shows",,2
Movie,Luciano Mellera: Infantiloide,"Raúl Campos, Jan Suter",2018,TV-14,Stand-Up Comedy,66,
Movie,The Legacy of a Whitetail Deer Hunter,Jody Hill,2018,TV-14,"Action & Adventure, Comedies, Dramas",83,
Movie,The Skin of the Wolf,Samu Fuentes,2018,TV-MA,"Dramas, Independent Movies, International Movies",110,
Movie,White Fang,Alexandre Espigares,2018,TV-PG,"Children & Family Movies, Dramas",88,
Movie,Sommore: Chandelier Status,Kevin Layne,2013,TV-MA,Stand-Up Comedy,77,
Movie,Felipe Esparza: They're Not Going to Laugh at You,Scott L. Montoya,2012,TV-MA,Stand-Up Comedy,58,
Movie,Joan Rivers: Don't Start with Me,Scott L. Montoya,2012,TV-MA,Stand-Up Comedy,69,
Movie,Katt Williams: Kattpacalypse,Marcus Raboy,2012,TV-MA,Stand-Up Comedy,61,
Movie,King of Peking,Sam Voutas,2018,TV-14,"Comedies, Dramas, International Movies",88,
Movie,Anthony Kaun Hai?,Raj Kaushal,2006,TV-14,"Comedies, Dramas, International Movies",122,
Movie,Bo Burnham: what.,"Bo Burnham, Christopher Storer",2013,TV-MA,Stand-Up Comedy,60,
Movie,Chalte Chalte,Aziz Mirza,2003,TV-14,"Dramas, International Movies, Romantic Movies",166,
Movie,Deewana Main Deewana,K.C. Bokadia,2013,TV-14,"Comedies, Dramas, International Movies",107,
Movie,Duck Butter,Miguel Arteta,2018,TV-MA,"Dramas, Independent Movies, LGBTQ Movies",94,
Movie,I Am Kalam,Nila Madhab Panda,2010,TV-PG,"Children & Family Movies, Comedies, Dramas",87,
Movie,My Birthday Song,Samir Soni,2018,TV-14,"Dramas, International Movies, Thrillers",92,
Movie,Namastey London,Vipul Amrutlal Shah,2007,TV-14,"Comedies, Dramas, International Movies",130,
TV Show,NCIS,,2017,TV-14,"Crime TV Shows, TV Dramas, TV Mysteries",,15
Movie,Soul Robbers,Juan Antonio de la Riva,2015,TV-14,"Horror Movies, International Movies",88,
Movie,Tum Milo Toh Sahi,Kabir Sadanand,2010,TV-14,"Comedies, Dramas, International Movies",128,
Movie,What We Started,"Bert Marcus, Cyrus Saidi",2017,TV-MA,"Documentaries, Music & Musicals",96,
Movie,Zoo,Shlok Sharma,2018,TV-MA,"Dramas, Independent Movies, International Movies",94,
Movie,Bill Burr: You People Are All the Same,Jay Karas,2012,TV-MA,Stand-Up Comedy,69,
TV Show,Somewhere Between,,2017,TV-14,"Crime TV Shows, TV Dramas, TV Mysteries",,1
Movie,The Maus,Yayo Herrero,2017,TV-MA,"Horror Movies, Independent Movies, International Movies",90,
Movie,Calibre,Matt Palmer,2018,TV-MA,"Dramas, International Movies, Thrillers",101,
TV Show,Churchill’s Secret Agents: The New Recruits,,2018,TV-MA,"British TV Shows, International TV Shows, Reality TV",,1
Movie,Jani Dueñas: Grandes fracasos de ayer y hoy,"Raúl Campos, Jan Suter",2018,TV-MA,Stand-Up Comedy,77,
TV Show,Kiss Me First,,2018,TV-MA,"British TV Shows, Crime TV Shows, International TV Shows",,1
Movie,Penalty Kick,Rodrigo Triana,2018,TV-14,"Comedies, Dramas, International Movies",89,
Movie,Recovery Boys,Elaine McMillion Sheldon,2018,TV-MA,Documentaries,90,
Movie,TAU,Federico D'Alessandro,2018,R,"Sci-Fi & Fantasy, Thrillers",98,
TV Show,Hotel Transylvania,,2017,TV-Y7,"Kids' TV, TV Comedies",,1
Movie,W. Kamau Bell: Private School Negro,Shannon Hartman,2018,TV-MA,Stand-Up Comedy,66,
TV Show,Borges,,2018,TV-MA,"International TV Shows, TV Comedies",,1
Movie,Expelled from Paradise,Seiji Mizushima,2014,TV-MA,"Action & Adventure, Anime Features, Sci-Fi & Fantasy",103,
Movie,"To Each, Her Own",Myriam Aziza,2018,TV-MA,"Comedies, International Movies, LGBTQ Movies",95,
TV Show,Life Sentence,,2018,TV-14,TV Dramas,,1
Movie,Brain on Fire,Gerard Barrett,2016,PG-13,"Dramas, Independent Movies, International Movies",89,
Movie,Derren Brown: Miracle,,2018,TV-MA,International Movies,74,
TV Show,Marvel's Luke Cage,,2018,TV-MA,"Crime TV Shows, TV Action & Adventure, TV Dramas",,2
Movie,Us and Them,Rene Liu,2018,TV-MA,"Dramas, International Movies, Romantic Movies",119,
Movie,Hannah Gadsby: Nanette,"Madeleine Parry, Jon Olb",2018,TV-MA,Stand-Up Comedy,70,
TV Show,Club de Cuervos Presents: The Ballad of Hugo Sánchez,,2018,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Comedies",,1
Movie,Lust Stories,"Zoya Akhtar, Karan Johar, Anurag Kashyap, Dibakar Banerjee",2018,TV-MA,"Comedies, Dramas, International Movies",121,
Movie,Maktub,Oded Raz,2018,TV-MA,"Comedies, International Movies",106,
Movie,Pacificum: Return to the Ocean,"Mariana Tschudi, Héctor Gálvez",2017,TV-G,"Documentaries, International Movies",74,
Movie,Set It Up,Claire Scanlon,2018,TV-MA,"Comedies, Romantic Movies",106,
Movie,Sunday's Illness,Ramón Salazar,2017,PG-13,"Dramas, Independent Movies, International Movies",113,
Movie,The last hour,Eduardo Mendoza de Echave,2017,TV-MA,"Dramas, International Movies",119,
TV Show,True: Magical Friends,,2018,TV-Y,Kids' TV,,1
TV Show,True: Wonderful Wishes,,2018,TV-Y,Kids' TV,,1
Movie,Alex Strangelove,Craig Johnson,2018,TV-MA,"Comedies, Dramas, Independent Movies",100,
Movie,Ali's Wedding,Jeffrey Walker,2018,TV-MA,"Comedies, Independent Movies, International Movies",110,
Movie,Franco Escamilla: Por la anécdota,Ulises Valencia,2018,TV-MA,Stand-Up Comedy,66,
TV Show,The Staircase,,2018,TV-MA,"Crime TV Shows, Docuseries, TV Mysteries",,1
TV Show,The Night Shift,,2017,TV-14,TV Dramas,,4
TV Show,Dinosaur King,,2008,TV-Y7,"Anime Series, Kids' TV",,2
Movie,B.A. Pass 2,Shadab Khan,2017,TV-14,"Dramas, International Movies",126,
Movie,Bad Genius,Nattawut Poonpiriya,2017,TV-MA,"Dramas, International Movies, Thrillers",130,
TV Show,November 13: Attack on Paris,,2018,TV-MA,"Crime TV Shows, Docuseries, International TV Shows",,1
