type,title,director,release_year,rating,listed_in,movie_duration,show_seasons
TV Show,Bake Squad,,2021,TV-PG,Reality TV,,1
Movie,Brother Jekwu,Charles Uwagbai,2016,TV-14,"Comedies, International Movies",101,
Movie,La diosa del asfalto,Julián Hernández,2020,TV-MA,"Dramas, Independent Movies, International Movies",127,
Movie,Misha and the Wolves,Sam Hobkinson,2021,PG-13,"Documentaries, International Movies",90,
Movie,The Kissing Booth 3,Vince Marcello,2021,TV-14,"Comedies, Romantic Movies",114,
Movie,The Railway Man,Jonathan Teplitzky,2013,R,"Dramas, International Movies",108,
TV Show,Gabby's Dollhouse,,2021,TV-Y,Kids' TV,,2
TV Show,I Need Romance,Sakon Tiacharoen,2021,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",,1
TV Show,Las muñecas de la mafia,,2018,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",,1
TV Show,The Crowned Clown,,2019,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",,1
Movie,Untold: Malice at the Palace,Floyd Russ,2021,TV-MA,"Documentaries, Sports Movies",70,
TV Show,SHAMAN KING,,2021,TV-14,"Anime Series, International TV Shows",,1
Movie,Quartet,Dustin Hoffman,2012,PG-13,"Comedies, Dramas, Independent Movies",98,
Movie,Slay,Adze Ugah,2021,TV-MA,"Comedies, International Movies, Romantic Movies",86,
Movie,Takizawa Kabuki ZERO 2020 The Movie,Hideaki Takizawa,2020,TV-PG,"International Movies, Music & Musicals",139,
Movie,The Paper Tigers,Quoc Bao Tran,2021,PG-13,"Action & Adventure, Comedies",111,
TV Show,Hit & Run,,2021,TV-MA,"TV Action & Adventure, TV Dramas, TV Mysteries",,1
TV Show,Navarasa,"Bejoy Nambiar, Priyadarshan, Karthik Narain, Vasanth Sai, Karthik Subbaraj, Arvind Swamy, Rathindran R Prasad, Sarjun, Gautham Vasudev Menon",2021,TV-MA,TV Shows,,1
Movie,Quam's Money,Kayode Kasum,2020,TV-MA,"Comedies, Dramas, International Movies",115,
Movie,The Swarm,Just Philippot,2021,TV-14,"Horror Movies, Independent Movies, International Movies",102,
Movie,Vivo,"Kirk DeMicco, Brandon Jeffords",2021,PG,"Children & Family Movies, Music & Musicals",100,
Movie,Chennai Express,Rohit Shetty,2013,TV-14,"Action & Adventure, Comedies, International Movies",135,
Movie,City of God: 10 Years Later,"Cavi Borges, Luciano Vidigal",2013,TV-MA,"Documentaries, International Movies",69,
Movie,Esperando la carroza,Alejandro Doria,1985,TV-MA,"Comedies, Cult Movies, International Movies",95,
Movie,Lady Boss: The Jackie Collins Story,Laura Fairrie,2021,TV-14,Documentaries,97,
Movie,Tango Feroz,Marcelo Piñeyro,1993,TV-MA,"Classic Movies, Dramas, International Movies",124,
Movie,'76,Izu Ojukwu,2016,TV-PG,"Dramas, International Movies",118,
Movie,Aftermath,Peter Winther,2021,TV-MA,Horror Movies,115,
Movie,American Masters: Inventing David Geffen,Susan Lacy,2012,TV-MA,Movies,115,
TV Show,Car Masters: Rust to Riches,,2021,TV-PG,Reality TV,,3
TV Show,Cocaine Cowboys: The Kings of Miami,Billy Corben,2021,TV-MA,"Crime TV Shows, Docuseries",,1
TV Show,Control Z,,2021,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Dramas",,2
TV Show,Cooking With Paris,,2021,TV-MA,Reality TV,,1
TV Show,Autumn's Concerto,,2009,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",,1
Movie,Heavy,James Mangold,1995,R,"Dramas, Independent Movies, Romantic Movies",104,
Movie,Ije: The Journey,Chineze Anyaene,2010,TV-MA,"Dramas, International Movies",106,
TV Show,Office Girls,Hsu Fu-chun,2011,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",,1
Movie,Pray Away,Kristine Stolakis,2021,PG-13,"Documentaries, LGBTQ Movies",102,
Movie,Shiny_Flakes: The Teenage Drug Lord,"Eva Müller, Michael Schmitt",2021,TV-MA,"Documentaries, International Movies",97,
TV Show,The Prince Who Turns into a Frog,,2005,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",,1
TV Show,Top Secret UFO Projects: Declassified,,2021,TV-PG,Docuseries,,1
TV Show,Two Fathers,,2013,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",,1
TV Show,You're My Destiny,,2008,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies",,1
TV Show,30 Rock,,2012,TV-14,TV Comedies,,7
TV Show,44 Cats,,2020,TV-Y7,Kids' TV,,3
Movie,Beethoven,Brian Levant,1992,PG,"Children & Family Movies, Comedies",87,
Movie,Beethoven's 2nd,Rod Daniel,1993,PG,"Children & Family Movies, Comedies",88,
Movie,Beowulf,Robert Zemeckis,2007,PG-13,"Action & Adventure, Sci-Fi & Fantasy",114,
Movie,Boyka: Undisputed,Todor Chapkanov,2016,R,Action & Adventure,90,
Movie,Catch Me If You Can,Steven Spielberg,2002,PG-13,Dramas,142,
Movie,Cloudy with a Chance of Meatballs,"Phil Lord, Christopher Miller",2009,PG,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",90,
TV Show,Darwin’s Game,,2020,TV-MA,"Anime Series, International TV Shows, TV Thrillers",,1
Movie,Deep Blue Sea,Renny Harlin,1999,R,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",105,
Movie,Ferris Bueller's Day Off,John Hughes,1986,PG-13,"Classic Movies, Comedies, Cult Movies",103,
Movie,Five Feet Apart,Justin Baldoni,2019,PG-13,"Dramas, Romantic Movies",116,
Movie,Freedomland,Joe Roth,2006,R,"Dramas, Thrillers",113,
TV Show,Friday Night Lights,,2010,TV-14,"TV Dramas, Teen TV Shows",,5
Movie,Good Luck Chuck,Mark Helfrich,2007,R,"Comedies, Romantic Movies",99,
TV Show,Hunter X Hunter (2011),,2014,TV-14,"Anime Series, International TV Shows",,6
Movie,I missed you: Director's Cut,"Mag Hsu, Hsu Chih-yen",2021,TV-14,"Dramas, Independent Movies, International Movies",96,
Movie,Inception,Christopher Nolan,2010,PG-13,"Action & Adventure, Sci-Fi & Fantasy, Thrillers",148,
Movie,Magnolia,Paul Thomas Anderson,1999,R,"Dramas, Independent Movies",189,
Movie,Major Payne,Nick Castle,1995,PG-13,Comedies,97,
Movie,My Girl,Howard Zieff,1991,PG-13,Dramas,102,
Movie,My Girl 2,Howard Zieff,1994,PG,"Children & Family Movies, Comedies, Dramas",99,
Movie,Open Season: Scared Silly,David Feiss,2015,PG,"Children & Family Movies, Comedies",85,
Movie,Pineapple Express,David Gordon Green,2008,R,"Action & Adventure, Comedies",112,
Movie,Planet 51,Jorge Blanco,2009,PG,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",91,
Movie,Poms,Zara Hayes,2019,PG-13,Comedies,91,
Movie,Seabiscuit,Gary Ross,2003,PG-13,"Dramas, Sports Movies",141,
Movie,Space Cowboys,Clint Eastwood,2000,PG-13,"Action & Adventure, Dramas, Sci-Fi & Fantasy",130,
Movie,Team America: World Police,Trey Parker,2004,R,"Action & Adventure, Comedies, Cult Movies",98,
Movie,The Edge of Seventeen,Kelly Fremon Craig,2016,R,"Comedies, Dramas",105,
Movie,The Haunting in Connecticut 2: Ghosts of Georgia,Tom Elkins,2013,R,Horror Movies,101,
Movie,The Last Boy Scout,Tony Scott,1991,R,"Action & Adventure, Comedies",105,
Movie,The Lincoln Lawyer,Brad Furman,2011,R,"Dramas, Thrillers",118,
Movie,The Losers,Sylvain White,2010,PG-13,Action & Adventure,97,
Movie,The Machinist,Brad Anderson,2004,R,"Dramas, Independent Movies, Thrillers",102,
Movie,The Net,Irwin Winkler,1995,PG-13,Thrillers,114,
Movie,The Original Kings of Comedy,Spike Lee,2000,R,Stand-Up Comedy,111,
Movie,Valentine's Day,Garry Marshall,2010,PG-13,"Comedies, Romantic Movies",125,
TV Show,Charmed,,2021,TV-14,"TV Dramas, TV Sci-Fi & Fantasy",,3
Movie,The Lost Café,Kenneth Gyang,2018,TV-14,"Dramas, International Movies",76,
Movie,The Vault,Jaume Balagueró,2021,R,"Action & Adventure, International Movies, Thrillers",118,
TV Show,Centaurworld,,2021,TV-Y7,"Kids' TV, TV Comedies",,1
Movie,Eyes of a Thief,Najwa Najjar,2014,TV-14,"Dramas, Independent Movies, International Movies",103,
TV Show,Glow Up,,2021,TV-14,"British TV Shows, International TV Shows, Reality TV",,3
Movie,I'm Glad I Did,Selçuk Metin,2020,TV-14,"Documentaries, International Movies",114,
TV Show,Khawatir,,2009,TV-14,"International TV Shows, Reality TV",,1
TV Show,Myth & Mogul: John DeLorean,,2021,TV-14,"British TV Shows, Crime TV Shows, Docuseries",,1
TV Show,Outer Banks,,2021,TV-MA,"TV Action & Adventure, TV Dramas, Teen TV Shows",,2
Movie,Pomegranates and Myrrh,Najwa Najjar,2009,TV-14,"Dramas, Independent Movies, International Movies",95,
Movie,Rurouni Kenshin: The Beginning,Keishi Otomo,2021,TV-MA,"Action & Adventure, International Movies",138,
Movie,The Last Mercenary,David Charhon,2021,TV-MA,"Action & Adventure, Comedies, International Movies",112,
Movie,Flower Girl,Michelle Bello,2013,TV-PG,"Comedies, International Movies, Romantic Movies",94,
Movie,Resort to Love,Steven Tsuchida,2021,TV-14,"Comedies, Romantic Movies",102,
TV Show,Transformers: War for Cybertron: Kingdom,,2021,TV-Y7,Anime Series,,1
Movie,Bartkowiak,Daniel Markowicz,2021,TV-MA,"Action & Adventure, International Movies",92,
Movie,Fantastic Fungi,Louie Schwartzberg,2019,TV-14,Documentaries,81,
TV Show,Tattoo Redo,,2021,TV-MA,Reality TV,,1
TV Show,The Flash,Glen Winter,2021,TV-14,"Crime TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy",,7
TV Show,The Snitch Cartel: Origins,,2021,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",,1
TV Show,All American,,2021,TV-14,"TV Dramas, Teen TV Shows",,3
Movie,Department,Ram Gopal Varma,2012,TV-MA,"Action & Adventure, International Movies",143,
Movie,Hostage House,David Benullo,2021,TV-14,Thrillers,86,
TV Show,How to Sell Drugs Online (Fast),,2021,TV-MA,"Crime TV Shows, International TV Shows, TV Comedies",,3
TV Show,Mighty Express,,2021,TV-Y,Kids' TV,,4
Movie,Mimi,Laxman Utekar,2021,TV-14,"Comedies, Dramas, International Movies",132,
TV Show,Plastic Cup Boyz: Laughing My Mask Off!,"Royale Watkins, Rich Schlansker",2021,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies",,1
Movie,The Operative,Yuval Adler,2019,TV-MA,"Dramas, International Movies, Thrillers",117,
TV Show,The Walking Dead,,2019,TV-MA,"Classic & Cult TV, TV Action & Adventure, TV Dramas",,10
TV Show,Wynonna Earp,,2020,TV-MA,"International TV Shows, TV Action & Adventure, TV Dramas",,4
Movie,Django Unchained,Quentin Tarantino,2012,R,"Action & Adventure, Dramas",165,
Movie,A Second Chance:  Rivals!,Clay Glen,2021,PG,"Children & Family Movies, Sports Movies",91,
Movie,African America,Muzi Mthembu,2021,TV-MA,"Dramas, Independent Movies, International Movies",97,
Movie,Bankrolled,Marcos Bucay,2021,TV-MA,"Comedies, International Movies",97,
Movie,Blood Red Sky,Peter Thorwarth,2021,TV-MA,"Action & Adventure, Horror Movies, International Movies",123,
TV Show,Feels Like Ishq,,2021,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies",,1
Movie,Kingdom: Ashin of the North,Kim Seong-hun,2021,TV-MA,"Horror Movies, International Movies, Thrillers",94,
TV Show,Masters of the Universe: Revelation,,2021,TV-PG,"TV Action & Adventure, TV Sci-Fi & Fantasy",,1
TV Show,Revelations: The Masters of the Universe: Revelation Aftershow,,2021,TV-PG,"Anime Series, Stand-Up Comedy & Talk Shows",,1
TV Show,Sky Rojo,,2021,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure",,2
Movie,The Last Letter From Your Lover,Augustine Frizzell,2021,TV-MA,"Dramas, Romantic Movies",111,
TV Show,The Movies That Made Us,,2021,TV-MA,Docuseries,,2
Movie,9to5: The Story of a Movement,,2021,TV-MA,Documentaries,85,
Movie,Chhota Bheem - Dinosaur World,Sidheswar Shukla,2015,TV-Y,Children & Family Movies,65,
Movie,Chhota Bheem - Neeli Pahaadi,Rajiv Chilaka,2013,TV-Y7,Children & Family Movies,64,
Movie,Chhota Bheem & Ganesh,Rajiv Chilaka,2009,TV-Y7,Children & Family Movies,68,
Movie,Chhota Bheem & Krishna: Mayanagari,Rajiv Chilaka,2011,TV-Y7,Children & Family Movies,67,
Movie,Chhota Bheem & Krishna: Pataliputra- City of the Dead,Rajiv Chilaka,2010,TV-Y7,Children & Family Movies,66,
Movie,Chhota Bheem And The Broken Amulet,Rajiv Chilaka,2013,TV-Y7,Children & Family Movies,64,
Movie,Chhota Bheem And The Crown of Valhalla,Rajiv Chilaka,2013,TV-Y7,Children & Family Movies,64,
Movie,Chhota Bheem and the Incan Adventure,Rajiv Chilaka,2013,TV-Y7,Children & Family Movies,65,
Movie,Chhota Bheem and The ShiNobi Secret,Rajiv Chilaka,2013,TV-Y7,Children & Family Movies,64,
Movie,Chhota Bheem Aur Hanuman,Rajiv Chilaka,2012,TV-Y7,Children & Family Movies,68,
Movie,Chhota Bheem aur Krishna,Rajiv Chilaka,2009,TV-Y7,Children & Family Movies,68,
Movie,Chhota Bheem aur Krishna vs Zimbara,Rajiv Chilaka,2013,TV-Y7,Children & Family Movies,64,
Movie,Chhota Bheem in African Safari,Binayak Das,2015,TV-Y7,Children & Family Movies,62,
Movie,Chhota Bheem Ka Roosi Romanch,"Arpan Sarkar, Shyamal Chaulia",2019,TV-Y,Children & Family Movies,63,
Movie,Chhota Bheem: Bheem vs Aliens,Rajiv Chilaka,2010,TV-Y7,"Children & Family Movies, Sports Movies",69,
Movie,Chhota Bheem: Dholakpur to Kathmandu,Rajiv Chilaka,2012,TV-Y7,Children & Family Movies,70,
Movie,Chhota Bheem: Dus Pe Dus,"Rajiv Chilaka, Owll Mina",2014,TV-Y7,Children & Family Movies,63,
Movie,Chhota Bheem: Journey to Petra,Rajiv Chilaka,2011,TV-Y7,Children & Family Movies,68,
Movie,Chhota Bheem: Master of Shaolin,Rajiv Chilaka,2011,TV-Y7,Children & Family Movies,74,
Movie,Chhota Bheem: The Rise of Kirmada,Rajiv Chilaka,2012,TV-Y7,Children & Family Movies,68,
TV Show,Chicago Med,,2019,TV-14,TV Dramas,,5
Movie,Cousins,"Ainsley Gardiner, Briar Grace-Smith",2021,TV-MA,Dramas,99,
Movie,Wannabe Courageous,Mahmoud Karim,2019,TV-14,"Comedies, International Movies",90,
Movie,Words Bubble Up Like Soda Pop,Kyohei Ishiguro,2021,TV-G,"Anime Features, Children & Family Movies, International Movies",87,
Movie,Sanitation Day,Seyi Babatope,2020,TV-14,"Dramas, International Movies, Thrillers",105,
TV Show,Sexy Beasts,,2021,TV-14,"British TV Shows, International TV Shows, Reality TV",,1
TV Show,Too Hot to Handle: Brazil,,2021,TV-MA,"International TV Shows, Reality TV, Romantic TV Shows",,1
Movie,Trollhunters: Rise of the Titans,"Johane Matte, Andrew L. Schmidt, Francisco Ruiz Velasco",2021,TV-Y7,Children & Family Movies,106,
Movie,Milkwater,Morgan Ingari,2020,TV-MA,"Comedies, Dramas, Independent Movies",102,
TV Show,Okupas,,2020,TV-MA,"Classic & Cult TV, Crime TV Shows, International TV Shows",,1
TV Show,Touch Your Heart,,2019,TV-MA,"Crime TV Shows, International TV Shows, Romantic TV Shows",,1
Movie,The Tambour of Retribution,Abdulaziz Alshlahei,2021,TV-14,"Dramas, International Movies, Romantic Movies",91,
Movie,Cosmic Sin,Edward Drake,2021,R,Action & Adventure,88,
Movie,2 Weeks in Lagos,Kathryn Fasegha,2020,TV-PG,"Dramas, International Movies, Romantic Movies",107,
Movie,Deep,"Sita Likitvanichkul, Jetarin Ratanaserikiat, Apirak Samudkitpaisan, Thanabodee Uawithya, Adirek Wattaleela",2021,TV-MA,"Dramas, International Movies, Thrillers",101,
TV Show,Explained,,2021,TV-MA,"Docuseries, Science & Nature TV",,3
Movie,Fear Street Part 3: 1666,Leigh Janiak,2021,R,"Horror Movies, LGBTQ Movies",114,
TV Show,Johnny Test,,2021,TV-Y7,"Kids' TV, TV Comedies",,1
Movie,La ley de Herodes,Luis Estrada,1999,R,"Comedies, International Movies",123,
TV Show,Naomi Osaka,Garrett Bradley,2021,TV-14,Docuseries,,1
Movie,The Beguiled,Sofia Coppola,2017,R,"Dramas, Independent Movies, Thrillers",94,
Movie,The Book of Henry,Colin Trevorrow,2017,PG-13,Dramas,105,
Movie,The Twilight Saga: Breaking Dawn: Part 1,Bill Condon,2011,PG-13,"Dramas, Romantic Movies",117,
Movie,The Twilight Saga: Breaking Dawn: Part 2,Bill Condon,2012,PG-13,"Dramas, Romantic Movies",115,
Movie,The Twilight Saga: Eclipse,David Slade,2010,PG-13,"Dramas, Romantic Movies",124,
Movie,The Twilight Saga: New Moon,Chris Weitz,2009,PG-13,"Dramas, Romantic Movies",131,
Movie,Twilight,Catherine Hardwicke,2008,PG-13,"Action & Adventure, Dramas, Romantic Movies",122,
Movie,A Perfect Fit,Hadrah Daeng Ratu,2021,TV-PG,"Comedies, Dramas, International Movies",113,
TV Show,BEASTARS,,2021,TV-MA,"Anime Series, International TV Shows",,2
Movie,Cheech & Chong's Still Smokin,Tommy Chong,1983,TV-MA,"Comedies, Cult Movies",91,
Movie,Emicida: AmarElo - Live in São Paulo,Fred Ouro Preto,2021,TV-MA,"Documentaries, International Movies, Music & Musicals",100,
TV Show,Her Private Life,,2019,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",,1
Movie,Lift Like a Girl,Mayye Zayed,2021,TV-PG,"Documentaries, International Movies, Sports Movies",93,
Movie,My Amanda,Alessandra de Rossi,2021,TV-14,"Dramas, International Movies, Romantic Movies",90,
TV Show,Never Have I Ever,,2021,TV-14,"TV Comedies, TV Dramas, Teen TV Shows",,2
Movie,Surf's Up,"Ash Brannon, Chris Buck",2007,PG,"Children & Family Movies, Comedies, Sports Movies",86,
Movie,The Unknown Saint,Alaa Eddine Aljem,2019,TV-14,"Comedies, Dramas, Independent Movies",100,
Movie,This Changes Everything,Tom Donahue,2019,TV-MA,Documentaries,96,
Movie,A Classic Horror Story,"Roberto De Feo, Paolo Strippoli",2021,TV-MA,"Horror Movies, International Movies",95,
Movie,Gunpowder Milkshake,Navot Papushado,2021,R,"Action & Adventure, Comedies",115,
TV Show,Heist,,2021,TV-MA,"Crime TV Shows, Docuseries",,1
TV Show,My Unorthodox Life,,2021,TV-MA,Reality TV,,1
Movie,Private Network: Who Killed Manuel Buendía?,Manuel Alcalá,2021,TV-MA,"Documentaries, International Movies",100,
Movie,The Guide to the Perfect Family,Ricardo Trogi,2021,TV-MA,"Comedies, Dramas, International Movies",102,
Movie,American Woman,Semi Chellas,2019,TV-MA,"Dramas, Independent Movies",87,
Movie,Bridgerton - The Afterparty,,2021,TV-14,Movies,39,
Movie,Day of Destiny,"Akay Mason, Abosi Ogba",2021,TV-PG,"Children & Family Movies, Dramas, International Movies",110,
TV Show,Ridley Jones,,2021,TV-Y,Kids' TV,,1
Movie,Born to Play,Viridiana Lieberman,2020,TV-MA,"Documentaries, Sports Movies",93,
Movie,American Ultra,Nima Nourizadeh,2015,R,"Action & Adventure, Comedies",96,
Movie,The Stand-Up,Daniel Růžička,2019,TV-MA,Stand-Up Comedy,93,
Movie,The Tour,Juraj Šajmovič,2016,TV-MA,"Comedies, Documentaries, International Movies",93,
TV Show,Atypical,,2021,TV-14,"TV Comedies, TV Dramas, Teen TV Shows",,4
TV Show,Biohackers,,2021,TV-MA,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy",,2
Movie,Fear Street Part 2: 1978,Leigh Janiak,2021,R,Horror Movies,111,
Movie,Finding Hubby,Femi D. Ogunsanwo,2020,TV-14,"Comedies, Dramas, International Movies",105,
Movie,How I Became a Superhero,Douglas Attal,2021,TV-MA,"Action & Adventure, Dramas, International Movies",101,
TV Show,How to Become a Tyrant,,2021,TV-MA,Docuseries,,1
Movie,Last Summer,,2021,TV-MA,"Dramas, International Movies, Romantic Movies",102,
Movie,Lee Su-geun: The Sense Coach,Kim Joo-hyung,2021,TV-G,Stand-Up Comedy,46,
Movie,Lethal Love,Avi Federgreen,2021,TV-14,Thrillers,89,
Movie,Ratchet and Clank,"Jericca Cleland, Kevin Munroe",2016,PG,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",94,
TV Show,The Cook of Castamar,,2021,TV-MA,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",,1
TV Show,Virgin River,,2021,TV-14,"Romantic TV Shows, TV Dramas",,3
Movie,Back to Q82,Ahmed Siddiqui,2017,TV-14,"Comedies, International Movies",104,
TV Show,Elize Matsunaga: Once Upon a Crime,,2021,TV-MA,"Crime TV Shows, Docuseries, International TV Shows",,1
Movie,Home Again,Hallie Meyers-Shyer,2017,PG-13,"Comedies, Dramas, Romantic Movies",97,
Movie,Midnight Sun,Scott Speer,2018,PG-13,"Dramas, Romantic Movies",91,
TV Show,RESIDENT EVIL: Infinite Darkness,,2021,TV-MA,"Anime Series, TV Horror, TV Thrillers",,1
Movie,Rock the Kasbah,Barry Levinson,2015,R,"Comedies, Music & Musicals",106,
Movie,Awon Boyz,Tolulope Itegboje,2019,TV-MA,"Documentaries, International Movies",38,
Movie,Brick Mansions,Camille Delamarre,2014,PG-13,"Action & Adventure, International Movies",90,
TV Show,Cat People,,2021,TV-14,Docuseries,,1
Movie,Clash,Pascal Atuma,2020,TV-MA,"Dramas, International Movies",87,
TV Show,Dogs,,2021,TV-PG,Docuseries,,2
Movie,Major Grom: Plague Doctor,Oleg Trofim,2021,TV-MA,"Action & Adventure, International Movies",138,
Movie,Mama Drama,Seyi Babatope,2020,TV-MA,"Dramas, International Movies",105,
Movie,Tango With Me,Mahmood Ali-Balogun,2010,TV-14,"Dramas, International Movies, Romantic Movies",104,
TV Show,The Mire,Jan Holoubek,2021,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",,2
TV Show,The War Next-door,,2021,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Comedies",,1
